epoch,iter,loss_D,loss_G,gp
1,0,9.848511695861816,-0.04700247198343277,9.88079833984375
1,1,9.67232894897461,-0.03814360871911049,9.780628204345703
1,2,9.440464973449707,-0.029526032507419586,9.64855670928955
1,3,9.117030143737793,-0.019474271684885025,9.453011512756348
1,4,8.908493041992188,-0.013609025627374649,9.305724143981934
1,5,8.55452823638916,-0.00748862698674202,9.119769096374512
1,6,8.303605079650879,-0.003381596878170967,8.941766738891602
1,7,7.973392009735107,-0.015846524387598038,8.683648109436035
1,8,7.809367656707764,-0.02320949360728264,8.586989402770996
1,9,7.418968677520752,-0.045498110353946686,8.330780029296875
1,10,7.2208685874938965,-0.06690973788499832,8.183784484863281
1,11,7.073180198669434,-0.076300248503685,8.114375114440918
1,12,6.939589500427246,-0.10748590528964996,7.963469505310059
1,13,6.7491912841796875,-0.14111024141311646,7.894337177276611
1,14,6.51595401763916,-0.1527903825044632,7.767031192779541
1,15,6.425703048706055,-0.17217278480529785,7.776474952697754
1,16,6.022183895111084,-0.297191858291626,7.471307754516602
1,17,6.345350742340088,-0.29334425926208496,7.605003356933594
1,18,6.102031707763672,-0.29514822363853455,7.515518665313721
1,19,5.874889373779297,-0.33033353090286255,7.445758819580078
1,20,5.847411155700684,-0.3178795874118805,7.436251640319824
1,21,5.994115352630615,-0.3480047583580017,7.548519134521484
1,22,5.481727600097656,-0.3792801797389984,7.27418327331543
1,23,5.526332855224609,-0.40875232219696045,7.235782146453857
1,24,5.560873508453369,-0.393612802028656,7.277130126953125
1,25,5.26903772354126,-0.3558453917503357,7.196465492248535
1,26,5.2552032470703125,-0.33846598863601685,7.206151962280273
1,27,5.196821212768555,-0.49925917387008667,7.112429141998291
1,28,5.24335241317749,-0.3904189169406891,7.240124702453613
1,29,5.251049995422363,-0.3665209412574768,7.106692314147949
1,30,4.77824592590332,-0.36724454164505005,7.038498878479004
1,31,4.939519882202148,-0.26460325717926025,7.136005401611328
1,32,4.728874206542969,-0.20905065536499023,7.075173854827881
1,33,4.3856353759765625,-0.1120167076587677,7.054569721221924
1,34,4.750910758972168,-0.04526718705892563,7.119565963745117
1,35,4.661765098571777,0.040541164577007294,7.110601425170898
1,36,4.528030872344971,0.14636479318141937,7.081611156463623
1,37,4.202238082885742,0.2603052854537964,6.958484649658203
1,38,3.8664450645446777,0.2764853239059448,6.849495887756348
1,39,4.173973083496094,0.4260145425796509,6.958051681518555
1,40,3.923792839050293,0.4527304172515869,6.893989562988281
1,41,3.6857752799987793,0.639279842376709,6.888166427612305
1,42,3.575009346008301,0.5958964228630066,6.8288116455078125
1,43,3.675309419631958,0.6952400803565979,6.790380477905273
1,44,3.3004679679870605,0.776278018951416,6.730153560638428
1,45,3.1093828678131104,0.8622451424598694,6.5973687171936035
1,46,3.472964286804199,0.861833930015564,6.714483261108398
1,47,2.455038070678711,0.9776883125305176,6.419023513793945
1,48,2.7915596961975098,0.9810658097267151,6.382232666015625
1,49,2.3085057735443115,1.010617971420288,6.180954456329346
1,50,2.4763917922973633,1.0064787864685059,6.279757022857666
1,51,2.4040136337280273,1.0395110845565796,6.148637771606445
1,52,2.375892162322998,0.8066748380661011,6.2176923751831055
1,53,1.935840368270874,0.9012836217880249,5.863692760467529
1,54,2.0169057846069336,0.8985216617584229,5.927186012268066
1,55,2.2130212783813477,0.8498651385307312,5.891095161437988
1,56,1.3660764694213867,0.8372710943222046,5.436281204223633
1,57,1.8695273399353027,0.7448782920837402,5.650081634521484
1,58,1.6302430629730225,0.6776272058486938,5.603082656860352
1,59,0.9619345664978027,0.6139546632766724,5.263327598571777
1,60,1.6643517017364502,0.4689422845840454,5.4494757652282715
1,61,0.9761104583740234,0.2587510347366333,5.0205464363098145
1,62,1.2896723747253418,0.22817176580429077,5.15125036239624
1,63,1.4120657444000244,0.010095039382576942,5.151689052581787
1,64,0.7431576251983643,-0.2528454065322876,4.73311710357666
1,65,0.913154125213623,-0.4544411897659302,4.733428955078125
1,66,1.561682939529419,-0.4324701130390167,4.898471832275391
1,67,1.097473382949829,-0.5681480169296265,4.712968349456787
1,68,0.570868730545044,-0.757915198802948,4.362443447113037
1,69,0.22725486755371094,-0.8295010328292847,4.131491661071777
1,70,0.6328601837158203,-1.0484321117401123,4.168739318847656
1,71,0.28914451599121094,-1.2124288082122803,4.148621559143066
1,72,0.5239596366882324,-1.2308733463287354,4.301615238189697
1,73,-0.17058253288269043,-1.4844532012939453,3.814800977706909
1,74,0.17705154418945312,-1.616137981414795,3.893950939178467
1,75,-1.1395916938781738,-1.9510092735290527,3.1606650352478027
1,76,-0.38185834884643555,-2.059354782104492,3.2738077640533447
1,77,-0.47980523109436035,-2.136000871658325,3.3628993034362793
1,78,-0.621213436126709,-2.227660894393921,3.296157121658325
1,79,-1.559870719909668,-2.499500036239624,2.7193374633789062
1,80,-1.3700168132781982,-2.480534791946411,3.10832142829895
1,81,-1.458533763885498,-2.5251669883728027,2.9064817428588867
1,82,-1.8911795616149902,-2.4532454013824463,2.6680755615234375
1,83,-1.9934971332550049,-2.6528444290161133,2.5868465900421143
1,84,-1.945969820022583,-2.5581202507019043,2.4530189037323
1,85,-2.90401291847229,-2.564253807067871,2.3503854274749756
1,86,-2.7408783435821533,-2.27559232711792,2.162078619003296
1,87,-3.7323813438415527,-2.1347689628601074,1.9671664237976074
1,88,-3.8894128799438477,-2.3003952503204346,1.8681564331054688
1,89,-3.715259075164795,-1.9020200967788696,2.036846160888672
1,90,-4.284303665161133,-1.8462961912155151,1.9788931608200073
1,91,-4.640136241912842,-1.665597677230835,2.006528377532959
1,92,-5.272118091583252,-1.5884175300598145,1.906221866607666
1,93,-5.651399612426758,-1.3310290575027466,1.7266476154327393
1,94,-5.763580322265625,-1.2660808563232422,1.7263603210449219
1,95,-6.243984222412109,-0.8231582045555115,1.822636365890503
1,96,-6.6101579666137695,-0.7455357313156128,1.7361003160476685
1,97,-6.945247650146484,-0.5902892351150513,1.7780396938323975
1,98,-6.886127471923828,-0.17653539776802063,1.9831515550613403
1,99,-7.399244785308838,-0.03714684396982193,1.9667125940322876
1,100,-7.782200813293457,0.1823422908782959,1.5762025117874146
1,101,-8.129905700683594,0.3885784447193146,2.0737051963806152
1,102,-8.679972648620605,0.29919323325157166,1.569862961769104
1,103,-8.258567810058594,0.4769890308380127,1.758579969406128
1,104,-8.724738121032715,0.6469635367393494,2.109389066696167
1,105,-8.065701484680176,0.6776517629623413,1.9478769302368164
1,106,-8.917792320251465,0.6800804734230042,2.0685875415802
1,107,-9.177850723266602,0.7779107689857483,1.838770866394043
1,108,-9.147062301635742,0.8649037480354309,1.907548427581787
1,109,-10.276665687561035,0.691850483417511,1.8219220638275146
1,110,-9.586673736572266,0.9213336706161499,1.7881113290786743
1,111,-10.399736404418945,0.8927204012870789,1.767138957977295
1,112,-10.25500202178955,0.8826612830162048,2.1037845611572266
1,113,-9.489336013793945,0.7985547780990601,1.7368091344833374
1,114,-10.04085922241211,0.8746290802955627,2.1459641456604004
1,115,-9.036028861999512,0.8656084537506104,2.152383804321289
1,116,-9.676190376281738,0.9026176929473877,2.1125259399414062
1,117,-9.956005096435547,0.7654498815536499,1.9532206058502197
1,118,-10.07884407043457,0.32497063279151917,2.3355038166046143
1,119,-10.573047637939453,0.7056165933609009,2.099236249923706
1,120,-10.1810884475708,0.676936149597168,2.000865936279297
1,121,-10.875499725341797,0.5073457956314087,2.0004913806915283
1,122,-10.553947448730469,0.40771034359931946,2.0638716220855713
1,123,-10.401582717895508,0.6444644927978516,2.0839357376098633
1,124,-10.475883483886719,0.400355726480484,1.9261223077774048
1,125,-10.347969055175781,0.33141183853149414,2.216229200363159
1,126,-10.17047119140625,0.16840749979019165,2.1125850677490234
1,127,-10.462324142456055,0.29218411445617676,1.9363988637924194
1,128,-10.62252426147461,0.13941273093223572,2.166337013244629
1,129,-10.315865516662598,0.2562345862388611,2.029719591140747
1,130,-10.68592643737793,0.010945896618068218,2.0717577934265137
1,131,-10.670004844665527,0.015596767887473106,2.1384952068328857
1,132,-11.033923149108887,-0.18111224472522736,2.0638535022735596
1,133,-10.447721481323242,-0.25453314185142517,2.1594114303588867
1,134,-10.993362426757812,-0.44444912672042847,2.509340763092041
