0,1,2,3,4,5,6,7,8,9
1.1102230246251565e-16,0.9069679679585063,0.09885402166829874,0.0673278402879452,0.004762130176593082,0.034509015872554165,0.004173743475387613,0.04871343471762635,0.03565606259749129,0.046557952986771164
0.9069679679585062,1.1102230246251565e-16,0.040213184254095494,0.004514096894052299,0.007832000424627374,0.013943478140616508,0.009251593920238227,0.0020134977779186145,0.022373389515564397,0.02489826770684675
0.09885402166829874,0.04021318425409551,1.1102230246251565e-16,0.002156075765417355,0.023212742203850785,0.04274086293333795,0.0075565698230744705,0.11827770385419184,0.049935240649845086,0.07820791547709785
0.0673278402879452,0.004514096894052299,0.002156075765417355,0.0,0.0024073220387671596,0.016449393759890414,0.010459961284054187,0.00930976338414238,0.00011400918935011717,0.047566559102678485
0.004762130176593082,0.007832000424627374,0.02321274220385079,0.002407322038767163,0.0,0.036944756608566484,0.027760709748208393,0.017643756107959308,0.006123946626083815,0.007507704415500437
0.034509015872554165,0.013943478140616507,0.04274086293333795,0.016449393759890414,0.036944756608566484,1.1102230246251565e-16,0.00915542334259056,0.002430364088064251,0.003856061357035402,0.0006323621459170463
0.004173743475387613,0.009251593920238227,0.007556569823074469,0.010459961284054187,0.027760709748208393,0.009155423342590561,0.0,0.001999344837987468,0.03131988334714292,0.04540021851712239
0.04871343471762635,0.0020134977779186145,0.11827770385419184,0.00930976338414238,0.01764375610795931,0.002430364088064251,0.001999344837987468,0.0,0.0800888077423303,0.04806202749622841
0.03565606259749129,0.022373389515564397,0.0499352406498451,0.00011400918935022819,0.006123946626083815,0.0038560613570354056,0.031319883347142974,0.08008880774233029,0.0,0.003596671855925354
0.04655795298677116,0.02489826770684675,0.07820791547709785,0.047566559102678485,0.0075077044155004435,0.0006323621459170467,0.04540021851712234,0.04806202749622841,0.003596671855925354,0.0
