0,1,2,3,4,5,6,7,8,9
0.9999999999999999,0.09302048690270644,-0.0298221384786474,0.05288392112375258,-0.00024030191242646061,-0.03501742075726054,-0.0046210274836206745,0.011411419147764406,0.006388772993026667,-0.051834747904914935
0.09302048690270644,1.0,0.028755956861884313,-0.005313844743226025,-0.012989580876142784,0.013404329365419007,0.010970802018716351,0.05822166767191131,-0.048149582185384086,0.01618564010680135
-0.0298221384786474,0.028755956861884313,1.0,-0.036055996579545724,0.006126722640102174,0.31538276474645544,-0.010753403619413815,0.4959768805812277,-0.03264267829880867,0.04145908654802211
0.05288392112375258,-0.005313844743226025,-0.036055996579545724,1.0,-0.025133659232494603,0.010334000778379636,0.4377320748753698,-9.086659335398302e-05,0.7559844119042912,-0.6934977325523706
-0.0002403019124264606,-0.012989580876142784,0.006126722640102174,-0.025133659232494603,1.0,0.02288344166473508,-0.08309662645946053,-0.01461853743656263,-0.02177630778024153,0.024385019575779807
-0.03501742075726054,0.013404329365419005,0.31538276474645544,0.010334000778379636,0.02288344166473508,0.9999999999999999,-0.00019712649509910873,-0.0003062273134260059,-0.01748512466557288,-0.0031600521837028103
-0.0046210274836206745,0.010970802018716351,-0.010753403619413814,0.43773207487536986,-0.08309662645946053,-0.0001971264950991087,1.0,0.001945591721543798,0.34157667854499113,-0.322704986990077
0.011411419147764407,0.05822166767191131,0.4959768805812277,-9.086659335398302e-05,-0.014618537436562632,-0.0003062273134260059,0.0019455917215437982,1.0,-0.026955312680130933,-0.047422458015722285
0.006388772993026667,-0.048149582185384086,-0.03264267829880867,0.7559844119042912,-0.02177630778024153,-0.017485124665572883,0.34157667854499113,-0.026955312680130933,1.0,-0.13329238075823358
-0.05183474790491493,0.01618564010680135,0.04145908654802211,-0.6934977325523706,0.024385019575779807,-0.00316005218370281,-0.32270498699007705,-0.047422458015722285,-0.13329238075823358,1.0
