Date,Actual_Close_USD,Predicted_Close_USD
2024-12-04,2649.79,3327.8961498808862
2024-12-05,2632.05,2966.8566477125883
2024-12-06,2632.91,3124.5631153541804
2024-12-09,2658.78,2637.3048751837014
2024-12-10,2693.64,2699.5561100959776
2024-12-11,2717.93,2601.8675373876094
2024-12-12,2681.33,2854.451499077678
2024-12-13,2648.39,2996.65606775403
2024-12-16,2652.5,2557.831479045749
2024-12-17,2645.54,2583.192609501481
2024-12-18,2587.63,3366.4362423300745
2024-12-19,2593.85,2696.763382627368
2024-12-20,2620.77,2681.861459668875
2024-12-23,2612.93,2710.413322547674
2024-12-24,2613.2,2901.238724837303
2024-12-26,2634.43,2926.6647321516275
2024-12-27,2620.0,2702.7981179064514
2024-12-30,2605.39,2867.7005194425583
2024-12-31,2623.81,2655.904994978309
2025-01-02,2657.16,2640.991197719574
2025-01-03,2639.12,2817.282024720907
2025-01-06,2635.33,2554.1126641064884
2025-01-07,2649.49,2442.3757687047123
2025-01-08,2662.06,3084.3622400939466
2025-01-09,2670.19,3189.853631387353
2025-01-10,2689.63,2737.0754445171356
2025-01-13,2662.12,2783.093323569298
2025-01-14,2677.16,3299.1648771202563
2025-01-15,2695.82,2613.761808043122
2025-01-16,2713.77,2786.428058869839
2025-01-17,2701.55,3006.7989870721103
2025-01-20,2708.06,2791.1479852676393
2025-01-21,2744.39,2656.0100285613535
2025-01-22,2755.02,3013.4505382746456
2025-01-23,2753.69,3116.8428771299123
2025-01-24,2771.3,2906.9378492122887
2025-01-27,2741.1,2656.6657058310507
2025-01-28,2763.11,3111.1998858106135
2025-01-29,2757.71,2830.3508795666694
2025-01-30,2793.88,2983.319933204651
2025-01-31,2801.0,2978.8163349676133
2025-02-03,2813.49,2807.3921359461547
2025-02-04,2841.94,2941.9515983343126
2025-02-05,2865.09,3301.6878420770167
2025-02-06,2856.5,3075.006478933692
2025-02-07,2860.39,3169.2481581783295
2025-02-10,2907.34,2750.8854715943335
2025-02-11,2898.34,3240.152411572933
2025-02-12,2903.66,3045.383446224928
2025-02-13,2929.03,3053.9902628844975
2025-02-14,2883.18,3022.601845574379
2025-02-17,2897.66,3326.7618303632735
2025-02-18,2935.58,2987.9673184227945
2025-02-19,2932.64,3386.6036618083717
2025-02-20,2938.7,3233.350812394619
2025-02-21,2936.03,3160.91650143981
2025-02-24,2951.19,2955.710889765024
2025-02-25,2915.12,3448.6115815138814
2025-02-26,2916.19,3225.413706268668
2025-02-27,2876.19,3001.0558198380472
2025-02-28,2858.6,3009.1333665513994
2025-03-03,2893.71,3253.2874386554954
2025-03-04,2917.49,2978.814176003933
2025-03-05,2918.84,3080.891921874285
2025-03-06,2909.99,3516.0442213106157
2025-03-07,2910.79,2920.7771302473543
2025-03-10,2889.4,3281.6903330403566
