Date,Actual_Close_USD,Predicted_Close_USD
2025-05-07,3365.21,3248.1460161634877
2025-05-08,3305.52,3250.9505126490144
2025-05-09,3324.63,3253.628177380862
2025-05-10,3324.63,3254.8737646795767
2025-05-11,3324.63,3256.8530529203617
2025-05-12,3234.7,3257.472255057531
2025-05-13,3248.47,3260.2802700046554
2025-05-14,3178.75,3262.620880054107
2025-05-15,3240.87,3266.936505611685
2025-05-16,3202.77,3270.9959839811427
2025-05-17,3202.77,3273.461488063875
2025-05-18,3202.77,3276.469651284737
2025-05-19,3229.85,3277.9015951637302
2025-05-20,3290.12,3281.285706337953
2025-05-21,3314.99,3283.9502565182747
2025-05-22,3295.0,3288.327467472498
2025-05-23,3357.42,3292.1814813115957
2025-05-24,3357.42,3294.175348352147
2025-05-25,3357.42,3296.4520982073223
2025-05-26,3342.94,3296.904592795003
2025-05-27,3300.68,3299.0780131825823
2025-05-28,3289.76,3300.32208156412
2025-05-29,3317.02,3303.0946307503377
2025-05-30,3289.4,3305.1889939367557
2025-05-31,3289.4,3305.3003413804768
2025-06-01,3289.4,3305.606045490199
2025-06-02,3380.21,3304.0347899561257
2025-06-03,3352.25,3304.168292433538
2025-06-04,3376.54,3303.3927598830023
2025-06-05,3354.16,3304.20170652674
2025-06-06,3310.17,3304.4226241068814
2025-06-07,3310.17,3302.782646930238
2025-06-08,3310.17,3301.488307617939
2025-06-09,3328.33,3298.494111827228
2025-06-10,3323.02,3297.4038120454347
2025-06-11,3353.84,3295.621507866007
2025-06-12,3385.29,3295.654208571214
2025-06-13,3432.64,3295.338351033224
2025-06-14,3432.64,3293.4054161753643
2025-06-15,3432.64,3292.061738136312
2025-06-16,3383.2,3289.2572301981018
2025-06-17,3388.74,3288.586901102636
2025-06-18,3369.09,3287.4422806402927
2025-06-19,3370.75,3288.31438002478
2025-06-20,3368.23,3289.0206682789453
2025-06-21,3368.23,3288.271194949265
2025-06-22,3368.23,3288.248939592141
2025-06-23,3368.88,3286.879097992131
2025-06-24,3324.2,3287.731164609702
2025-06-25,3332.46,3288.1709163565947
2025-06-26,3328.06,3290.66391011767
2025-06-27,3274.25,3293.0029631609527
2025-06-28,3274.25,3293.8747359686918
2025-06-29,3274.25,3295.4404886903712
2025-06-30,3303.69,3295.6057136726645
2025-07-01,3339.21,3297.9224979394494
2025-07-02,3357.36,3299.741717063154
2025-07-03,3326.57,3303.5166711879506
2025-07-04,3336.64,3307.0306326610275
2025-07-05,3336.64,3308.963427013029
2025-07-06,3336.64,3311.47212245985
2025-07-07,3335.61,3312.4605359395073
2025-07-08,3300.7,3315.4814164874133
2025-07-09,3313.72,3317.8884154447874
2025-07-10,3323.07,3322.1394631646976
2025-07-11,3355.91,3326.0240311369034
2025-07-12,3355.91,3328.2294110021453
2025-07-13,3355.91,3330.9210953264837
2025-07-14,3343.8,3332.0119775319067
2025-07-15,3322.63,3335.0642405851077
2025-07-16,3346.58,3337.441051912703
2025-07-17,3338.95,3341.6096911458626
2025-07-18,3350.4,3345.368595347462
2025-07-19,3350.4,3347.413457587157
2025-07-20,3350.4,3349.9174667085267
2025-07-21,3395.8,3350.8004071968853
2025-07-22,3431.5,3353.6304888104028
2025-07-23,3387.78,3355.776022104134
2025-07-24,3368.15,3359.7085638087933
2025-07-25,3337.18,3363.230012908548
2025-07-26,3337.18,3365.0387884763095
2025-07-27,3337.18,3367.310171502001
2025-07-28,3314.64,3367.965523431507
2025-07-29,3326.84,3370.5742445373903
2025-07-30,3275.25,3372.5055815987776
2025-07-31,3290.32,3376.231902326481
2025-08-01,3362.88,3379.55591120835
2025-08-02,3362.88,3381.1769322326713
2025-08-03,3362.13,3383.271335885287
2025-08-04,3373.37,3383.7618192201967
2025-08-05,3381.27,3386.2193992586294
2025-08-06,3369.04,3388.015227471718
2025-08-07,3397.31,3391.623842256507
2025-08-08,3398.78,3394.8503347617207
2025-08-09,3398.78,3396.396555380129
2025-08-10,3391.57,3398.4414412705146
2025-08-11,3344.94,3398.9101776772327
