Date,Actual_Close_USD,Predicted_Close_USD
2024-12-01,2653.55,2753.5729086357073
2024-12-02,2638.93,2755.8807391793002
2024-12-03,2643.44,2760.214733241834
2024-12-04,2649.79,2763.9282510647804
2024-12-05,2632.05,2769.4780320351465
2024-12-06,2632.91,2774.6515733625515
2024-12-07,2632.91,2778.1335524767997
2024-12-08,2632.91,2782.0863729711627
2024-12-09,2658.78,2784.4195457493165
2024-12-10,2693.64,2788.6917687165824
2024-12-11,2717.93,2792.262815883695
2024-12-12,2681.33,2797.596855743805
2024-12-13,2648.39,2802.4896768941435
2024-12-14,2648.39,2805.634950349056
2024-12-15,2648.39,2809.2046104301107
2024-12-16,2652.5,2811.118067830123
2024-12-17,2645.54,2814.944120017661
2024-12-18,2587.63,2818.0526715795145
2024-12-19,2593.85,2822.9178860163256
2024-12-20,2620.77,2827.3452485665275
2024-12-21,2620.77,2830.037671084134
2024-12-22,2620.77,2833.1757224332096
2024-12-23,2612.93,2834.686699591911
2024-12-24,2613.2,2838.146406261349
2024-12-25,2613.2,2840.930753245229
2024-12-26,2634.43,2845.518803821605
2024-12-27,2620.0,2849.7197454136854
2024-12-28,2620.0,2852.238920320713
2024-12-29,2620.0,2855.258000678708
2024-12-30,2605.39,2856.7040244799205
2024-12-31,2623.81,2860.1511609611957
2025-01-01,2623.81,2862.972320963149
2025-01-02,2657.16,2867.642236575647
2025-01-03,2639.12,2871.964492164084
2025-01-04,2639.12,2874.637639952292
2025-01-05,2639.12,2877.8354853120395
2025-01-06,2635.33,2879.4762580763836
2025-01-07,2649.49,2883.1245371357513
2025-01-08,2662.06,2886.143042291183
2025-01-09,2670.19,2890.9959154541307
2025-01-10,2689.63,2895.475970456203
2025-01-11,2689.63,2898.271041220982
2025-01-12,2689.63,2901.5445094621296
2025-01-13,2662.12,2903.204723728913
2025-01-14,2677.16,2906.807172121742
2025-01-15,2695.82,2909.7065173663614
2025-01-16,2713.77,2914.3601108078497
2025-01-17,2701.55,2918.5554589407516
2025-01-18,2701.55,2920.9767665972645
2025-01-19,2701.55,2923.7856324900667
2025-01-20,2708.06,2924.8906037764145
2025-01-21,2744.39,2927.8494472781235
2025-01-22,2755.02,2930.0212419725767
2025-01-23,2753.69,2933.8699059997466
2025-01-24,2771.3,2937.1916293709455
2025-01-25,2771.3,2938.681335068909
2025-01-26,2771.3,2940.5132438924634
2025-01-27,2741.1,2940.6102505248564
2025-01-28,2763.11,2942.545970465801
2025-01-29,2757.71,2943.696565649903
2025-01-30,2793.88,2946.5439663796683
2025-01-31,2801.0,2948.902966261867
2025-02-01,2801.0,2949.4873193677145
2025-02-02,2801.0,2950.4899224074384
2025-02-03,2813.49,2949.8517975896248
2025-02-04,2841.94,2951.1637445720094
2025-02-05,2865.09,2951.8177784666636
2025-02-06,2856.5,2954.309980822679
2025-02-07,2860.39,2956.46724949133
2025-02-08,2860.39,2957.0130854943063
2025-02-09,2860.39,2958.1475080287682
2025-02-10,2907.34,2957.815820834285
2025-02-11,2898.34,2959.6101048734604
2025-02-12,2903.66,2960.920559624547
2025-02-13,2929.03,2964.2383238596885
2025-02-14,2883.18,2967.3822642351506
2025-02-15,2883.18,2969.0648705985786
2025-02-16,2883.18,2971.4723482269196
2025-02-17,2897.66,2972.533627570299
2025-02-18,2935.58,2975.822162095071
2025-02-19,2932.64,2978.7076305229634
2025-02-20,2938.7,2983.6591668070996
2025-02-21,2936.03,2988.4725972624665
2025-02-22,2936.03,2991.8368136660174
2025-02-23,2936.03,2995.9143615012017
2025-02-24,2951.19,2998.610952196488
2025-02-25,2915.12,3003.4777578261796
2025-02-26,2916.19,3007.8635923498287
2025-02-27,2876.19,3014.218590729553
2025-02-28,2858.6,3020.3218538751325
2025-03-01,2858.6,3024.848177606852
2025-03-02,2858.6,3029.948935320031
2025-03-03,2893.71,3033.5218151137933
2025-03-04,2917.49,3039.11326340581
2025-03-05,2918.84,3044.0707345018845
2025-03-06,2909.99,3050.8463548457294
2025-03-07,2910.79,3057.224469381893
2025-03-08,2910.79,3061.88818985271
2025-03-09,2910.79,3067.000018487219
2025-03-10,2889.4,3070.4712536989646
2025-03-11,2916.04,3075.864037631136
2025-03-12,2932.06,3080.543154625197
2025-03-13,2987.75,3086.979200512727
2025-03-14,2984.42,3092.9756026376444
2025-03-15,2984.42,3097.2346238966315
2025-03-16,2984.42,3101.9374383771387
2025-03-17,3001.47,3105.0129996250394
2025-03-18,3033.95,3110.0395757146202
2025-03-19,3047.18,3114.396074072109
2025-03-20,3044.41,3120.564788996642
2025-03-21,3023.63,3126.358063643182
2025-03-22,3023.63,3130.484010096451
2025-03-23,3023.63,3135.1263836465196
2025-03-24,3012.27,3138.2133387676927
2025-03-25,3019.85,3143.3189451827297
2025-03-26,3019.29,3147.814588769188
2025-03-27,3056.1,3154.171889572476
2025-03-28,3084.03,3160.1896255092925
2025-03-29,3084.03,3164.5597997570244
2025-03-30,3084.03,3169.4479399680704
2025-03-31,3123.05,3172.7623466783157
2025-04-01,3110.55,3178.0561572356373
2025-04-02,3133.57,3182.6793363155207
2025-04-03,3112.83,3189.0822103023306
2025-04-04,3037.36,3195.043018212841
2025-04-05,3037.36,3199.234600733567
2025-04-06,3037.36,3203.8052989923394
2025-04-07,2982.54,3206.6487642502902
2025-04-08,2983.78,3211.3065294184635
2025-04-09,3082.18,3215.120439217192
2025-04-10,3173.92,3220.536543564882
2025-04-11,3236.21,3225.3329160870067
2025-04-12,3236.21,3228.1865107390704
2025-04-13,3236.21,3231.2541220420835
2025-04-14,3209.28,3232.442146638061
2025-04-15,3227.6,3235.308996353033
2025-04-16,3343.22,3237.21726168087
2025-04-17,3327.54,3240.637235157899
2025-04-18,3327.54,3243.3742640949545
2025-04-19,3327.54,3244.135055763018
2025-04-20,3327.54,3245.108012926337
2025-04-21,3424.3,3244.232311825739
2025-04-22,3382.54,3245.0995888461107
2025-04-23,3288.26,3245.1053520862715
2025-04-24,3349.1,3246.751745436613
2025-04-25,3319.45,3247.8741531442643
2025-04-26,3319.45,3247.2067863875136
2025-04-27,3319.45,3246.9623476261518
2025-04-28,3341.67,3245.10050169498
2025-04-29,3317.18,3245.2290353009203
2025-04-30,3288.59,3244.754834732237
2025-05-01,3241.0,3246.1863207888623
2025-05-02,3240.88,3247.3598378321053
2025-05-03,3240.88,3247.0051446736493
2025-05-04,3240.88,3247.3251063809394
2025-05-05,3334.5,3246.2643162947707
2025-05-06,3430.21,3247.4105272461193
