0,1,2,3,4,5,6,7,8,9
0.9999999999999998,0.9999828458355271,0.026010417664932246,-0.032321897228607295,-0.0012881982927105324,-0.00016020327051371257,1.913455432190922e-05,0.012185175944196184,-0.022425381056373598,0.02550463329851159
0.9999828458355272,1.0,0.026225285511483065,-0.026650305153546133,-0.0015491466056309065,-0.00019221521250412053,0.0026295359920717166,0.01210880321117652,-0.018163992428925437,0.021288602993162792
0.026010417664932246,0.026225285511483065,1.0,0.021567186206796405,-0.001657747018664103,0.349737381160791,-0.004317163567423375,0.333846519023975,-0.045161005127492895,-0.07687355307163016
-0.03232189722860729,-0.02665030515354613,0.021567186206796405,0.9999999999999998,-0.039112840776359084,-0.00595000823596855,0.446387600247547,-0.02625567442104267,0.7557363433684068,-0.7349288248760057
-0.0012881982927105324,-0.0015491466056309063,-0.001657747018664103,-0.039112840776359084,1.0,-0.002489530154675612,-0.055824473781651424,-0.0018617852850067946,-0.021899931863335387,0.04375544510456816
-0.00016020327051371257,-0.00019221521250412056,0.349737381160791,-0.00595000823596855,-0.0024895301546756115,0.9999999999999999,-0.014842448879399537,0.002344420555603045,-0.01582342611891562,-0.0063874066885881665
1.9134554321909216e-05,0.002629535992071716,-0.0043171635674233745,0.446387600247547,-0.055824473781651424,-0.014842448879399537,0.9999999999999998,0.00047751140620898725,0.32672722052647396,-0.34445667295914273
0.012185175944196186,0.01210880321117652,0.33384651902397494,-0.026255674421042673,-0.0018617852850067946,0.002344420555603045,0.00047751140620898725,0.9999999999999999,-0.06680365540137173,-0.023373534190387128
-0.022425381056373598,-0.018163992428925437,-0.045161005127492895,0.7557363433684069,-0.021899931863335387,-0.01582342611891562,0.326727220526474,-0.06680365540137172,1.0,-0.11984955609028462
0.02550463329851159,0.021288602993162792,-0.07687355307163014,-0.7349288248760057,0.04375544510456816,-0.006387406688588167,-0.34445667295914273,-0.023373534190387128,-0.11984955609028464,1.0
